"서울시",중랑구,66937,45787,9674,1050,35063,68.4,68329,61189,9175,432,51582,89.6,68043,65926,9463,862,55601,96.9,67762,67670,9096,1047,57527,99.9,68638,70283,8852,1136,60295,102.4,69707,68866,8616,1550,58700,98.8,70664,62212,8475,1476,52261,88,72084,64245,8108,1460,54677,89.1,73724,66147,8176,1796,56175,89.7,75074,66317,7935,1608,56774,88.3,75781,73787,8066,1649,64072,97.4,76894,80399,7690,2051,70658,104.6,79946,83246,7589,1914,73743,104.1,82142,85761,7655,1802,76304,104.4,84132,88568,7486,2448,78634,105.3,86304,90459,8285,3383,78791,104.8,86924,92506,7401,4240,80865,106.4,86464,99420,6804,3270,89346,115,88177,99277,6374,3514,89389,112.6,89013,99106,6235,3443,89428,111.3,90730,100785,6106,4291,90388,111.08233
"서울시",성북구,67560,48407,8783,1110,38514,71.7,72877,52446,9990,2016,40440,72,73042,54674,10463,726,43485,74.9,77270,62826,10675,874,51277,81.3,81550,68291,9662,1322,57307,83.7,83313,101339,8892,1283,91164,121.6,85206,101289,8544,1332,91413,118.9,88263,73940,7289,795,65856,83.8,91699,73734,6970,1021,65743,80.4,92887,88782,6968,1063,80751,95.6,93667,92650,7939,1150,83561,98.9,94258,112285,7047,1493,103745,119.1,94294,112615,7136,1217,104262,119.4,95678,112222,6556,1446,104220,117.3,96100,111145,6326,1690,103129,115.7,97297,113683,6036,1778,105869,116.8,97220,113656,5669,1553,106434,116.9,100483,116382,5537,1699,109146,115.8,101842,116112,5285,1783,109044,114,103283,116321,4706,2109,109506,112.6,105252,109833,4545,1855,103433,104.35241
"서울시",강북구,50193,38903,5506,1032,32365,77.5,52155,38523,5659,589,32275,73.9,51918,42084,5159,658,36267,81.1,51315,41223,4977,539,35707,80.3,51351,43640,4787,819,38034,85,51471,44481,4599,1085,38797,86.4,51788,26227,4296,1275,20656,50.6,52748,37299,5111,1275,30913,70.7,54927,34951,4063,1436,29452,63.6,55903,62756,7323,1436,53997,112.3,56764,60776,3708,1355,55713,107.1,56646,56799,4179,1627,50993,100.3,57200,64519,3631,1758,59130,112.8,58573,66080,3541,1758,60781,112.8,59915,65636,3507,1758,60371,109.5,61177,68298,3261,2246,62791,111.6,61092,69432,3141,2254,64037,113.7,60759,71302,2997,2090,66215,117.4,60792,72102,2966,2088,67048,118.6,60845,73614,3064,2066,68484,121,60943,75922,3040,2230,70652,124.5787
"서울시",도봉구,63927,56859,7331,318,49210,88.9,66823,61107,6985,400,53722,91.4,67912,67558,6586,437,60535,99.5,68414,71375,6047,411,64917,104.3,68476,75111,5914,483,68714,109.7,68939,75304,5799,1819,67686,109.2,69175,78026,5627,814,71585,112.8,70318,81499,5345,918,75236,115.9,70563,81006,5213,1145,74648,114.8,71612,86320,4912,1165,80243,120.5,71630,81087,4725,1170,75192,113.2,71908,80920,4641,1180,75099,112.5,72891,82116,4449,1180,76487,112.7,74536,83032,4049,1180,77803,111.4,76043,85449,3947,1225,80277,112.4,76755,86389,3636,1363,81390,112.6,76874,86782,3535,1369,81878,112.9,76593,84602,3350,1428,79824,110.5,76473,87265,3200,1723,82342,114.1,76683,86063,2983,1891,81189,112.2,76886,86339,2897,1762,81680,112.29483
"서울시",노원구,115350,111130,3711,630,106789,96.3,116948,111027,3374,569,107084,94.9,116384,113604,3226,602,109776,97.6,116865,113201,2832,598,109771,96.9,117816,114652,2724,464,111464,97.3,119208,122947,2541,403,120003,103.1,120008,123887,2335,650,120902,103.2,122055,126413,2425,776,123212,103.6,123764,125677,2408,812,122457,101.5,124267,127450,2410,1049,123991,102.6,124097,127475,2304,1019,124152,102.7,124193,122927,2343,1018,119566,99,124704,125713,2243,958,122512,100.8,126393,127085,2247,990,123848,100.5,128286,132262,2229,969,129064,103.1,128149,132289,2232,1003,129054,103.2,127709,132608,2169,1296,129143,103.8,126840,130004,2175,1297,126532,102.5,128202,136749,2165,1100,133484,106.7,128613,137436,2106,1701,133629,106.9,129347,138692,1978,1566,135148,107.22475
"서울시",은평구,75907,38154,7198,758,30198,50.3,78787,46636,6942,601,39093,59.2,79523,52101,6781,899,44421,65.5,79051,55332,6525,1104,47703,70,79084,56168,6295,1099,48774,71,79271,67303,6046,1087,60170,84.9,80369,68780,5442,1096,62242,85.6,84195,76736,5164,1127,70445,91.1,89620,80167,5057,1270,73840,89.5,92565,102566,5340,1273,95953,110.8,95720,109729,5237,1273,103219,114.6,97675,114503,4803,1448,108252,117.2,98875,116823,4699,1446,110678,118.2,101630,119697,4296,1555,113846,117.8,103364,126247,4221,1652,120374,122.1,105154,127465,4266,1731,121468,121.2,106223,125963,3886,1652,120425,118.6,107152,119826,3656,1652,114518,111.8,110148,129605,3135,1690,124780,117.7,111829,131735,2942,1810,126983,117.8,112672,131748,2842,1905,127001,116.93056
"서울시",서대문구,61761,56176,8127,587,47462,91,63186,59198,8463,679,50056,93.7,62101,61909,8397,921,52591,99.7,61681,63644,7486,1027,55131,103.2,62600,66347,7332,1159,57856,106,63345,59823,7160,1161,51502,94.4,61099,67959,6816,1253,59890,111.2,62203,68751,6047,1348,61356,110.5,62177,68924,5767,1416,61741,110.9,61447,67945,5729,1343,60873,110.6,62656,36795,5592,1248,29955,58.7,63217,32891,5116,1260,26515,52,63801,38785,5361,1142,32282,60.8,66440,39910,4864,1564,33482,60.1,68480,72008,5742,1567,64699,105.2,70190,70918,4471,1861,64586,101,71059,70893,4257,1731,64905,99.8,71452,79321,4219,1682,73420,111,74360,73100,4083,1244,67773,98.3,74575,77749,4128,1889,71732,104.3,76551,84873,4229,1636,79008,110.87118
"서울시",마포구,71175,42835,4869,580,37386,60.2,74527,47650,5867,574,41209,63.9,76403,55389,7012,213,48164,72.5,78862,78533,6537,649,71347,99.6,81299,80204,6206,1305,72693,98.7,82586,76925,6145,1203,69577,93.1,82421,78728,6103,1483,71142,95.5,83583,82760,5968,1635,75157,99,86058,83189,5610,1843,75736,96.7,87444,87273,5484,2057,79732,99.8,87134,86987,5298,1408,80281,99.8,87635,91330,5191,1575,84564,104.2,90627,92188,5058,1673,85457,101.7,93932,94310,4820,1525,87965,100.4,94657,97889,4648,1442,91799,103.4,95361,98349,4708,1716,91925,103.1,96997,103611,4657,1716,97238,106.8,97366,110206,4475,2139,103592,113.2,99114,104626,4244,1923,98459,105.6,100944,105507,4332,2084,99091,104.5,101278,114727,4237,2068,108422,113.27929
"서울시",양천구,95972,62577,10110,3206,49261,65.2,100331,68042,10129,2716,55197,67.8,102599,77065,4482,3008,69575,75.1,105860,87993,4218,2778,80997,83.1,108352,93422,4012,2933,86477,86.2,110638,104603,3734,2777,98092,94.5,110437,109196,3492,3137,102567,98.9,113557,81074,3341,3199,74534,71.4,114295,102074,2883,3113,96078,89.3,115596,106483,2728,3257,100498,92.1,116443,108970,2821,3050,103099,93.6,117380,110350,2659,4377,103314,94,118247,109876,2595,3898,103383,92.9,120734,110524,3215,3898,103411,91.5,122159,118787,3195,3540,112052,97.2,123642,119284,3176,3990,112118,96.5,124190,119125,2946,3971,112208,95.9,123962,117618,2908,4115,110595,94.9,126383,126124,3172,4292,118660,99.8,127140,122552,2820,4093,115639,96.4,127739,128750,2762,4464,121524,100.79146
"서울시",강서구,100980,86926,9864,1218,75844,86.1,106379,111146,8913,1336,100897,104.5,108135,99028,8678,1422,88928,91.6,114536,98028,7593,1420,89015,85.6,118094,99517,7524,1516,90477,84.3,121957,119168,7350,1425,110393,97.7,126369,106129,6946,1339,97844,84,129215,122703,6545,1491,114667,95,132573,119325,5780,1917,111628,90,132271,139169,5617,2287,131265,105.2,132343,143916,5557,2545,135814,108.7,134468,142404,5415,2282,134707,105.9,144451,155639,5164,2282,148193,107.7,150143,157150,4968,2282,149900,104.7,155127,158032,4883,2311,150838,101.9,160738,161918,4794,2345,154779,100.7,162062,160992,4792,2316,153884,99.3,162313,163019,4714,2345,155960,100.4,163102,172061,4603,3107,164351,105.5,164486,172090,4387,3118,164585,104.6,168042,171223,4331,3165,163727,101.89298
"서울시",구로구,75154,55992,5051,956,49985,74.5,79392,64856,2530,1065,61261,81.7,81391,74691,4636,1185,68870,91.8,83036,80162,4434,1171,74557,96.5,86168,75293,4179,1382,69732,87.4,88305,83699,3957,1389,78353,94.8,89585,75101,4171,1776,69154,83.8,92452,82795,3747,1573,77475,89.6,94312,87298,4403,2406,80489,92.6,96941,88422,3803,1787,82832,91.2,98273,94290,3839,1557,88894,95.9,99704,94097,3526,1837,88734,94.4,103050,93563,3135,1600,88828,90.8,105652,96055,3466,1879,90710,90.9,107793,94693,3565,1516,89612,87.8,109056,107889,3303,1479,103107,98.9,108837,109129,3387,1469,104273,100.3,110153,109641,2912,1773,104956,99.5,112412,114563,2799,1468,110296,101.9,112959,114871,2691,1903,110277,101.7,114713,116459,2514,1903,112042,101.52206
"서울시",금천구,44505,29785,7729,982,21074,66.9,46917,30219,6453,1116,22650,64.4,47087,34623,5705,768,28150,73.5,48298,37292,5071,780,31441,77.2,48712,38017,4996,808,32213,78,48737,41396,4467,1145,35784,84.9,49361,36850,4357,1103,31390,74.7,50445,34808,4142,303,30363,69,51618,35897,4335,1030,30532,69.5,53131,40950,3933,405,36612,77.1,54877,44838,3583,1364,39891,81.7,56123,46242,3458,1364,41420,82.4,57605,46802,3411,1332,42059,81.2,59483,47905,3210,1416,43279,80.5,61964,50310,3112,1416,45782,81.2,64491,53302,2847,1412,49043,82.7,65901,51653,2590,1412,47651,78.4,66815,51113,2388,1441,47284,76.5,68114,51691,2295,1389,48007,75.9,69563,52319,1964,1628,48727,75.2,71122,65841,1948,1581,62312,92.57473
"서울시",영등포구,88347,82783,9502,1358,71923,93.7,92568,79830,9305,216,70309,86.2,94878,84395,9132,1468,73795,89,97031,90101,8609,1866,79626,92.9,100266,91102,8412,2004,80686,90.9,104113,89680,8092,2247,79341,86.1,105890,97952,7817,2163,87972,92.5,105849,101502,7401,2527,91574,95.9,104412,95506,6842,2565,86099,91.5,101441,74714,6750,2618,65346,73.7,101750,75221,6548,2708,65965,73.9,103064,85683,6558,2254,76871,83.1,106596,86068,6535,2662,76871,80.7,112172,86359,6525,2690,77144,77,113984,90238,6394,3119,80725,79.2,113958,91880,6134,2715,83031,80.6,113029,91456,5560,2692,83204,80.9,111536,96576,5617,2792,88167,86.6,116304,96576,5617,2792,88167,83,117096,96430,5259,2757,88414,82.4,117614,97770,5153,3152,89465,83.12786
"서울시",동작구,68106,43992,3869,646,39477,64.6,73208,67258,3701,435,63122,91.9,74093,61377,3826,152,57399,82.8,75384,65072,3745,367,60960,86.3,76339,67837,3741,416,63680,88.9,77052,75074,3759,508,70807,97.4,76500,75340,3578,579,71183,98.5,77847,66091,3475,1213,61403,84.9,79293,76316,3479,783,72054,96.2,80285,79489,3439,775,75275,99,82655,83347,3338,2293,77716,100.8,85353,87675,3220,839,83616,102.7,86168,88254,3221,961,84072,102.4,87129,93775,2999,558,90218,107.6,89342,91133,2962,1008,87163,102,90244,91082,2862,997,87223,100.9,91371,97615,2723,985,93907,106.8,92000,105863,2639,939,102285,115.1,92416,107134,2552,921,103661,115.9,93439,110929,2495,913,107521,118.7,93620,109741,2337,935,106469,117.21961
"서울시",관악구,80600,72753,10209,1013,61531,90.3,84251,71748,10504,1191,60053,85.2,86297,85059,9888,1216,73955,98.6,87662,84374,9804,1061,73509,96.2,90730,86604,10182,1186,75236,95.5,91682,96987,7905,1379,87703,105.8,91816,93117,7687,1393,84037,101.4,93156,96080,7213,1310,87557,103.1,93713,96913,7181,1310,88422,103.4,94457,96929,6926,1245,88758,102.6,94855,100779,7224,1485,92070,106.2,95011,98823,6734,1493,90596,104,95908,100581,6596,1645,92340,104.9,98206,102761,6250,1645,94866,104.6,99750,105340,6006,1658,97676,105.6,100529,106298,5813,1658,98827,105.7,100408,108837,5551,1663,101623,108.4,99661,109711,5486,1875,102350,110.1,99684,110902,5579,1523,103800,111.3,99015,110889,5684,1512,103693,112,99640,110938,5230,1587,104121,111.33882
"서울시",서초구,118228,85306,10697,1493,73116,72.2,124553,94524,10167,1515,82842,75.9,126437,102164,9328,1496,91340,80.8,128005,102011,8514,1554,91943,79.7,132312,107515,8184,2144,97187,81.3,147942,108354,7759,2024,98571,73.2,133792,113788,7130,2014,104644,85,134352,115649,6600,2506,106543,86.1,137687,125949,6852,46,119051,91.5,139243,141175,6988,2032,132155,101.4,140543,146325,6169,2135,138021,104.1,143566,139255,6232,2299,130724,97,148986,139531,6235,2680,130616,93.7,149925,161181,6028,2640,152513,107.5,151705,158982,5775,2419,150788,104.8,151930,155981,5923,2482,147576,102.7,152133,157603,5896,2388,149319,103.6,151834,144439,4848,2314,137277,95.1,152795,144473,4761,2401,137311,94.6,151377,142578,4761,2401,135416,94.2,151436,142419,4509,2553,135357,94.04567
"서울시",강남구,170509,131038,10553,2555,117930,76.9,178086,130998,11354,1230,118414,73.6,180971,140885,10934,1788,128163,77.8,188756,162828,11330,1683,149815,86.3,196664,168546,11382,2149,155015,85.7,198907,173117,11631,3141,158345,87,202885,173841,11453,3566,158822,85.7,203903,200626,11283,3149,186194,98.4,192155,230067,10890,3450,215727,119.7,188330,183932,11013,3536,169383,97.7,186302,193057,10416,3536,179105,103.6,188369,176549,10351,3536,162662,93.7,195473,177668,10113,4390,163165,90.9,198610,180621,9899,4506,166216,90.9,198068,184280,9806,4570,169904,93,197223,187872,9472,4785,173615,95.3,195292,187462,9190,4606,173666,96,197246,184796,7811,5001,171984,93.7,198555,185757,8881,4472,172404,93.6,200358,186087,8455,4344,173288,92.9,207377,210751,8147,3927,198677,101.62699
"서울시",송파구,143383,135206,23596,3639,107971,94.3,143043,141744,23537,2965,115242,99.1,140086,151151,21842,4603,124706,107.9,142374,144628,20783,4976,118869,101.6,144379,147886,20271,4812,122803,102.4,149864,149974,19045,5588,125341,100.1,161558,162417,17849,4983,139585,100.5,168633,181391,16435,1326,163630,107.6,171202,182762,15635,1426,165701,106.8,173836,158140,14973,6105,137062,91,173654,163233,15735,6092,141406,94,174968,177127,16114,4394,156619,101.2,177518,181059,15312,5340,160407,102,180550,185080,15602,5112,164366,102.5,184685,201678,16458,5162,180058,109.2,191009,199959,14750,5350,179859,104.7,194619,202639,14094,5371,183174,104.1,199517,204453,13413,4927,186113,102.5,201270,196423,12657,5151,178615,97.6,202313,217073,12445,4558,200070,107.3,206371,231548,12225,3638,215685,112.19987
"서울시",강동구,90999,74667,12668,510,61489,82.1,94018,87338,14103,497,72738,92.9,93369,88738,13076,1049,74613,95,93585,83448,12447,1058,69943,89.2,94624,98967,12304,1298,85365,104.6,96449,99937,11461,1410,87066,103.6,97908,110195,11622,1346,97227,112.5,103992,111833,11078,1359,99396,107.5,106477,113286,10109,1634,101543,106.4,109230,108688,9750,1657,97281,99.5,109282,110468,9460,1639,99369,101.1,110021,117317,9303,1641,106373,106.6,110960,118454,9098,1641,107715,106.8,109595,121305,9067,1654,110584,110.7,108976,123385,8895,1585,112905,113.2,109877,126811,8781,1784,116246,115.4,109248,122203,8540,1788,111875,111.9,113415,123152,8163,1785,113204,108.6,123993,132933,7765,1465,123703,107.2,126873,149239,7126,1480,140633,117.6,128197,155160,6980,1482,146698,121.03247
